STATEFP,COUNTYFP,NAMELSAD,COUSUBFP,Place Name,Place Type,Label
17,99,Otter Creek township,56965,La Salle County,County,None
17,117,Scottville township,68419,Macoupin County,County,None
17,117,Shaws Point township,69121,Macoupin County,County,None
17,117,Shipman township,69576,Macoupin County,County,None
17,117,Virden township,78162,Macoupin County,County,None
17,131,Abington township,126,Mercer County,County,None
17,117,Western Mound township,80229,Macoupin County,County,None
17,195,Prophetstown township,61990,Whiteside County,County,In the Pipeline
17,195,Sterling township,72553,Whiteside County,County,None
17,195,Tampico township,74483,Whiteside County,County,None
17,195,Union Grove township,76758,Whiteside County,County,None
17,97,Moraine township,50364,Lake County,County,None
17,97,Warren township,78877,Lake County,County,None
17,97,Zion township,84233,Lake County,County,None
17,163,Centreville township,12210,St. Clair County,County,None
17,163,Shiloh Valley township,69550,St. Clair County,County,None
17,163,Stookey township,72988,St. Clair County,County,None
17,163,Millstadt township,49399,St. Clair County,County,None
17,137,Lynnville-Markham precinct,91965,Morgan County,County,None
17,137,Meredosia precinct,92041,Morgan County,County,None
17,137,Chapin-Concord precinct,90725,Morgan County,County,None
